Model,R2_Score,MAE_Log,RMSE_Log,MAE_Raw,RMSE_Raw
OLS_Baseline,0.1065435067272509,0.6436878202472707,0.8607538173950949,2157.842119957877,8088.447448118447
OLS_Baseline,0.10654350672725099,0.6436878202472707,0.8607538173950949,2157.8421199578775,8088.447448118447
